"NAME"|"EVENT"|"VAL_ORG"|"VAL_FINAL"|"TYPE"|"ADJ"|"ADJ_TYPE"|"QUALIFIER"|"MAP_USE"
"199-D5-14"|7/19/2019 9:31:00|118.131|118.131|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-14"|10/11/2019 8:40:00|117.926|117.926|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-14"|9/10/2021 13:33:00|117.975|117.975|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-160"|3/7/2019 14:51:00|118.336|118.336|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-160"|3/29/2019 7:41:00|118.300|118.300|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-160"|7/19/2019 12:32:00|118.519|118.519|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-160"|9/10/2021 13:52:00|118.309|118.309|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-17"|12/12/2014 14:42:00|119.317|119.317|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-17"|4/9/2015 8:02:00|119.509|119.509|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-17"|5/19/2017 13:51:00|119.717|119.717|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-17"|11/30/2018 10:20:00|119.135|119.135|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-17"|3/29/2019 7:42:00|118.857|118.857|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-17"|7/19/2019 12:47:00|119.074|119.074|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-17"|10/11/2019 8:19:00|118.869|118.869|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-17"|9/10/2021 13:34:00|118.760|118.760|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-19"|12/12/2014 15:06:00|119.135|119.135|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-19"|2/10/2015 9:19:00|119.178|119.178|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-19"|5/22/2017 8:04:00|119.525|119.525|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-19"|11/30/2018 10:17:00|119.096|119.096|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-19"|3/29/2019 9:45:00|118.836|118.836|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-19"|7/19/2019 12:45:00|118.977|118.977|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-19"|10/11/2019 8:18:00|118.821|118.821|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-33"|2/6/2015 14:03:00|118.024|118.024|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-33"|5/19/2017 13:41:00|118.707|118.707|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-33"|11/30/2018 9:36:00|117.765|117.765|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-33"|3/29/2019 8:15:00|117.412|117.412|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-33"|7/19/2019 9:06:00|117.461|117.461|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-33"|10/11/2019 9:04:00|117.077|117.077|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-36"|4/11/2014 11:43:00|117.489|117.489|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-36"|9/12/2014 13:42:00|117.547|117.547|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-36"|5/19/2017 13:24:00|118.736|118.736|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-36"|11/30/2018 9:30:00|117.495|117.495|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-36"|3/29/2019 7:14:00|117.267|117.267|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-36"|7/19/2019 9:02:00|117.331|117.331|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-36"|10/11/2019 8:02:00|116.910|116.910|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-36"|9/10/2021 9:11:00|117.309|117.309|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-37"|7/2/2014 9:50:00|118.873|118.873|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-37"|9/12/2014 8:44:00|117.867|117.867|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-37"|11/30/2018 13:55:00|117.657|117.657|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-37"|3/29/2019 8:22:00|117.367|117.367|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-37"|7/19/2019 13:10:00|117.584|117.584|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-37"|10/11/2019 12:04:00|117.075|117.075|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-38"|9/12/2014 14:05:00|117.764|117.764|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-38"|9/11/2015 12:26:00|117.493|117.493|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-38"|5/19/2017 13:29:00|118.481|118.481|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-38"|11/30/2018 9:44:00|117.603|117.603|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-38"|3/29/2019 7:21:00|117.420|117.420|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-38"|7/19/2019 8:53:00|117.383|117.383|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-38"|10/11/2019 8:05:00|117.085|117.085|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-38"|9/10/2021 9:17:00|117.405|117.405|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-41"|3/7/2019 14:19:00|117.306|117.306|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-41"|3/29/2019 8:11:00|117.196|117.196|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-41"|7/19/2019 9:14:00|117.300|117.300|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-41"|10/11/2019 9:03:00|116.943|116.943|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-41"|9/10/2021 13:16:00|117.327|117.327|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-43"|9/19/2014 11:57:00|118.688|118.688|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-43"|2/9/2015 12:56:00|118.554|118.554|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-43"|5/19/2017 13:33:00|119.273|119.273|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-43"|11/30/2018 9:55:00|118.398|118.398|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-43"|3/29/2019 7:33:00|118.188|118.188|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-43"|7/19/2019 12:27:00|118.316|118.316|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-43"|10/11/2019 9:18:00|118.087|118.087|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-43"|9/10/2021 9:40:00|118.264|118.264|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-97"|9/19/2014 9:03:00|118.489|118.489|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-97"|2/10/2015 9:44:00|118.324|118.324|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-97"|5/19/2017 13:34:00|118.964|118.964|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-97"|11/30/2018 9:56:00|118.157|118.157|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-97"|3/29/2019 7:33:00|117.907|117.907|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-97"|7/19/2019 12:25:00|118.001|118.001|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-97"|10/11/2019 9:16:00|117.779|117.779|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-97"|9/10/2021 9:27:00|117.977|117.977|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D6-3"|7/19/2019 12:50:00|117.845|117.845|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-101"|3/22/2017 12:24:00|117.878|117.878|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-101"|5/22/2017 8:25:00|119.131|119.131|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-101"|11/30/2018 13:41:00|117.509|117.509|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-101"|3/29/2019 9:36:00|117.113|117.113|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-101"|7/19/2019 13:34:00|117.464|117.464|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-101"|10/11/2019 13:19:00|116.848|116.848|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-101"|9/10/2021 12:55:00|117.177|117.177|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D8-5"|12/12/2014 13:45:00|117.163|117.163|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-5"|2/4/2015 13:24:00|117.514|117.514|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-5"|5/19/2017 14:18:00|118.516|118.516|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-5"|11/30/2018 13:55:00|116.733|116.733|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-5"|3/29/2019 8:33:00|116.554|116.554|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-5"|7/19/2019 13:19:00|116.819|116.819|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-5"|10/11/2019 12:14:00|116.230|116.230|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54A"|12/10/2014 8:16:00|116.548|116.548|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54A"|2/4/2015 12:25:00|117.006|117.006|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54A"|5/19/2017 14:22:00|118.295|118.295|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54A"|7/19/2019 13:21:00|116.247|116.247|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54B"|9/12/2014 8:21:00|117.284|117.284|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54B"|12/10/2014 8:16:00|118.344|118.344|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54B"|2/4/2015 12:25:00|118.247|118.247|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54B"|5/19/2017 14:20:00|119.448|119.448|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54B"|11/30/2018 13:47:00|117.525|117.525|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54B"|3/29/2019 8:35:00|117.141|117.141|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54B"|7/19/2019 13:20:00|117.598|117.598|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54B"|10/11/2019 12:11:00|116.912|116.912|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-54B"|9/10/2021 12:58:00|117.131|117.131|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D8-70"|9/12/2014 6:56:00|117.148|117.148|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-70"|5/19/2017 14:25:00|119.263|119.263|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-70"|11/30/2018 13:33:00|117.331|117.331|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-70"|7/19/2019 13:25:00|117.337|117.337|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-70"|10/11/2019 12:21:00|116.590|116.590|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-70"|2/3/2021 9:41:00|117.669|117.669|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D8-71"|9/12/2014 7:48:00|117.065|117.065|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-71"|2/4/2015 12:58:00|118.093|118.093|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-71"|5/19/2017 14:28:00|119.321|119.321|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-71"|11/30/2018 13:34:00|117.254|117.254|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-71"|3/29/2019 8:37:00|116.803|116.803|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-71"|7/19/2019 13:26:00|117.279|117.279|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-71"|10/11/2019 12:15:00|116.465|116.465|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-71"|9/10/2021 12:47:00|116.846|116.846|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D8-93"|6/20/2018 7:20:00|118.392|118.392|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-93"|11/30/2018 13:19:00|117.377|117.377|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-93"|3/29/2019 9:03:00|116.968|116.968|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-93"|10/11/2019 12:35:00|116.795|116.795|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D8-93"|9/10/2021 12:24:00|117.051|117.051|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-95-51"|8/29/2014 14:05:00|118.256|118.256|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|2/9/2015 14:23:00|118.220|118.220|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|12/1/2016 10:28:00|117.872|117.872|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|4/21/2017 13:19:00|118.424|118.424|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|11/30/2018 13:25:00|118.079|118.079|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|1/17/2019 14:38:00|118.037|118.037|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|3/29/2019 8:55:00|117.894|117.894|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|8/9/2019 7:01:00|118.052|118.052|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|10/11/2019 12:29:00|117.817|117.817|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|9/10/2021 12:29:00|117.890|117.890|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-96-52B"|9/18/2014 13:23:00|117.003|117.003|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|2/9/2015 14:00:00|118.006|118.006|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|4/21/2017 13:25:00|118.582|118.582|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|6/8/2017 11:53:00|119.387|119.387|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|9/13/2017 12:26:00|117.250|117.250|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|11/30/2018 13:30:00|117.244|117.244|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|3/29/2019 8:51:00|116.842|116.842|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|8/9/2019 13:51:00|117.363|117.363|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|10/11/2019 12:26:00|116.518|116.518|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|9/10/2021 12:35:00|116.866|116.866|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-48B"|1/7/2015 14:43:00|117.638|117.638|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48B"|2/2/2015 14:12:00|117.696|117.696|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48B"|4/21/2017 9:54:00|117.900|117.900|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48B"|11/30/2018 12:48:00|117.873|117.873|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48B"|3/29/2019 9:24:00|117.730|117.730|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48B"|8/9/2019 7:23:00|117.812|117.812|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48B"|10/11/2019 13:10:00|117.702|117.702|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48C"|1/7/2015 14:42:00|117.251|117.251|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48C"|2/2/2015 14:12:00|117.345|117.345|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48C"|4/21/2017 9:55:00|117.507|117.507|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48C"|11/30/2018 12:50:00|117.281|117.281|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48C"|3/29/2019 9:24:00|117.095|117.095|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48C"|8/9/2019 7:24:00|117.214|117.214|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48C"|10/11/2019 13:11:00|117.050|117.050|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|3/23/2017 8:49:00|117.510|117.510|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|5/22/2017 8:37:00|118.635|118.635|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|11/30/2018 13:08:00|117.562|117.562|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|3/29/2019 9:06:00|117.373|117.373|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|8/9/2019 7:16:00|117.513|117.513|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|9/10/2021 12:08:00|117.547|117.547|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-98-51"|9/19/2014 13:53:00|117.369|117.369|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|2/10/2015 7:49:00|117.753|117.753|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|9/8/2015 13:05:00|117.362|117.362|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|4/21/2017 13:13:00|118.569|118.569|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|11/30/2018 13:15:00|117.576|117.576|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|3/29/2019 8:58:00|117.244|117.244|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|8/9/2019 7:06:00|117.484|117.484|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|10/11/2019 12:51:00|117.036|117.036|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H1-50"|1/24/2020 9:07:00|115.302|115.302|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H1-7"|11/14/2014 10:17:00|115.403|115.403|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H1-7"|1/29/2015 10:18:00|115.793|115.793|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H1-7"|4/21/2017 8:46:00|116.509|116.509|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H1-7"|3/22/2019 13:23:00|114.921|114.921|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H1-7"|8/9/2019 12:54:00|115.144|115.144|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H1-7"|10/18/2019 8:12:00|115.037|115.037|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H2-1"|11/18/2014 14:23:00|115.311|115.311|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H2-1"|1/29/2015 14:59:00|115.902|115.902|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H2-1"|9/8/2015 9:02:00|114.653|114.653|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H2-1"|2/25/2016 9:38:00|115.384|115.384|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H2-1"|4/21/2017 8:42:00|116.951|116.951|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H2-1"|12/14/2018 13:03:00|115.064|115.064|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H2-1"|3/22/2019 13:16:00|114.592|114.592|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H2-1"|8/9/2019 13:00:00|115.171|115.171|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H2-1"|10/18/2019 8:10:00|114.308|114.308|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-10"|11/14/2014 14:45:00|115.422|115.422|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-10"|1/28/2015 14:29:00|115.400|115.400|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-10"|2/25/2016 13:41:00|114.544|114.544|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-10"|4/21/2017 9:01:00|116.190|116.190|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-10"|6/21/2017 7:21:00|115.833|115.833|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-10"|12/14/2018 9:31:00|114.385|114.385|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-10"|3/22/2019 12:58:00|114.239|114.239|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-10"|8/9/2019 12:36:00|114.242|114.242|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-10"|10/18/2019 7:52:00|113.946|113.946|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-12"|4/19/2019 9:07:00|114.500|114.500|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-12"|8/9/2019 9:12:00|113.409|113.409|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-12"|10/18/2019 8:20:00|112.836|112.836|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-13"|4/19/2019 9:25:00|114.633|114.633|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-13"|8/9/2019 9:08:00|113.441|113.441|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-13"|10/18/2019 8:26:00|112.655|112.655|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-2B"|1/28/2015 14:44:00|115.954|115.954|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-2B"|2/25/2016 14:04:00|114.798|114.798|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-2B"|4/21/2017 8:54:00|115.719|115.719|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-2B"|12/14/2018 9:33:00|115.030|115.030|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-2B"|3/22/2019 12:57:00|114.929|114.929|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-2B"|8/9/2019 12:26:00|114.957|114.957|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-2B"|10/18/2019 7:59:00|114.683|114.683|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-2B"|2/3/2021 13:29:00|114.969|114.969|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-H3-30"|5/24/2018 7:35:00|117.955|117.955|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-30"|12/14/2018 12:54:00|114.797|114.797|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-30"|3/22/2019 12:10:00|114.362|114.362|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-30"|8/9/2019 8:51:00|114.834|114.834|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-30"|10/18/2019 8:41:00|114.005|114.005|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-32"|4/19/2019 9:44:00|115.017|115.017|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-32"|8/9/2019 12:47:00|114.974|114.974|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H3-32"|10/18/2019 8:03:00|114.373|114.373|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-10"|2/6/2015 13:05:00|116.055|116.055|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-10"|4/21/2017 8:40:00|116.948|116.948|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-10"|12/14/2018 13:05:00|115.007|115.007|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-10"|3/22/2019 13:12:00|114.629|114.629|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-10"|8/9/2019 12:56:00|115.217|115.217|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-10"|10/18/2019 8:10:00|114.324|114.324|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-11"|1/28/2015 8:51:00|115.436|115.436|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-11"|4/21/2017 8:14:00|116.802|116.802|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-11"|6/8/2017 12:39:00|117.643|117.643|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-11"|12/14/2018 12:57:00|114.683|114.683|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-11"|3/22/2019 12:16:00|114.180|114.180|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-11"|8/9/2019 8:53:00|114.949|114.949|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-11"|10/18/2019 8:46:00|113.982|113.982|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-12B"|7/2/2014 10:35:00|116.859|116.859|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-12B"|1/28/2015 9:22:00|115.488|115.488|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-12B"|2/25/2016 12:57:00|115.341|115.341|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-12B"|4/21/2017 8:21:00|116.893|116.893|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-12B"|12/14/2018 13:20:00|114.869|114.869|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-12B"|8/9/2019 9:03:00|115.079|115.079|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-12B"|10/18/2019 8:29:00|114.153|114.153|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H4-13"|11/14/2014 13:05:00|115.156|115.156|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
